time	 clk	 reset	 enable	 load 	 dataIn 	 out	
VCD info: dumpfile counter_8bit_vcd.vcd opened for output.
5280	 1	 0	 0	 0	 11010101	 00000011	
5290	 0	 0	 0	 0	 11010101	 00000100	
5300	 1	 0	 0	 0	 11010101	 00000100	
5310	 0	 0	 0	 0	 11010101	 00000101	
5320	 1	 0	 0	 0	 11010101	 00000101	
5330	 0	 0	 0	 0	 11010101	 00000110	
5340	 1	 0	 0	 0	 11010101	 00000110	
5350	 0	 0	 0	 0	 11010101	 00000111	
5360	 1	 0	 0	 0	 11010101	 00000111	
5370	 0	 0	 0	 0	 11010101	 00001000	
5380	 1	 0	 0	 0	 11010101	 00001000	
5390	 0	 0	 0	 0	 11010101	 00001001	
5400	 1	 0	 0	 0	 11010101	 00001001	
5410	 0	 0	 0	 0	 11010101	 00001010	
5420	 1	 0	 0	 0	 11010101	 00001010	
5430	 0	 0	 0	 0	 11010101	 00001011	
5440	 1	 0	 0	 0	 11010101	 00001011	
5450	 0	 0	 0	 0	 11010101	 00001100	
5460	 1	 0	 0	 0	 11010101	 00001100	
5470	 0	 0	 0	 0	 11010101	 00001101	
5480	 1	 0	 0	 0	 11010101	 00001101	
5490	 0	 0	 0	 0	 11010101	 00001110	
5500	 1	 0	 0	 0	 11010101	 00001110	
5510	 0	 0	 0	 0	 11010101	 00001111	
5520	 1	 0	 0	 0	 11010101	 00001111	
5530	 0	 0	 0	 0	 11010101	 00010000	
5540	 1	 0	 0	 0	 11010101	 00010000	
5550	 0	 0	 0	 0	 11010101	 00010001	
5560	 1	 0	 0	 0	 11010101	 00010001	
5570	 0	 0	 0	 0	 11010101	 00010010	
5580	 1	 0	 0	 0	 11010101	 00010010	
5590	 0	 0	 0	 0	 11010101	 00010011	
5600	 1	 0	 0	 0	 11010101	 00010011	
5610	 0	 0	 0	 0	 11010101	 00010100	
5620	 1	 0	 0	 0	 11010101	 00010100	
5630	 0	 0	 0	 0	 11010101	 00010101	
5640	 1	 0	 0	 0	 11010101	 00010101	
5650	 0	 0	 0	 0	 11010101	 00010110	
5660	 1	 0	 0	 0	 11010101	 00010110	
5670	 0	 0	 0	 0	 11010101	 00010111	
5680	 1	 0	 0	 0	 11010101	 00010111	
5690	 0	 0	 0	 0	 11010101	 00011000	
5700	 1	 0	 0	 0	 11010101	 00011000	
5710	 0	 0	 0	 0	 11010101	 00011001	
5720	 1	 0	 0	 0	 11010101	 00011001	
5730	 0	 0	 0	 0	 11010101	 00011010	
5740	 1	 0	 0	 0	 11010101	 00011010	
5750	 0	 0	 0	 0	 11010101	 00011011	
5760	 1	 0	 0	 0	 11010101	 00011011	
5770	 0	 0	 0	 0	 11010101	 00011100	
5780	 1	 0	 0	 0	 11010101	 00011100	
5790	 0	 0	 0	 0	 11010101	 00011101	
5800	 1	 0	 0	 0	 11010101	 00011101	
5810	 0	 0	 0	 0	 11010101	 00011110	
5820	 1	 0	 0	 0	 11010101	 00011110	
5830	 0	 0	 0	 0	 11010101	 00011111	
5840	 1	 0	 0	 0	 11010101	 00011111	
5850	 0	 0	 0	 0	 11010101	 00100000	
5860	 1	 0	 0	 0	 11010101	 00100000	
5870	 0	 0	 0	 0	 11010101	 00100001	
5880	 1	 0	 0	 0	 11010101	 00100001	
5890	 0	 0	 0	 0	 11010101	 00100010	
5900	 1	 0	 0	 0	 11010101	 00100010	
5910	 0	 0	 0	 0	 11010101	 00100011	
5920	 1	 0	 0	 0	 11010101	 00100011	
5930	 0	 0	 0	 0	 11010101	 00100100	
5940	 1	 0	 0	 0	 11010101	 00100100	
5950	 0	 0	 0	 0	 11010101	 00100101	
5960	 1	 0	 0	 0	 11010101	 00100101	
5970	 0	 0	 0	 0	 11010101	 00100110	
5980	 1	 0	 0	 0	 11010101	 00100110	
5990	 0	 0	 0	 0	 11010101	 00100111	
counter_8bit_tb.v:50: $finish called at 6000 (1s)
6000	 1	 0	 0	 0	 11010101	 00100111	
